Hotel_Name,Reviewer_Score,Total_Number_of_Reviews,lat,lng,Hotel_ID,Total_Reviews_Found
Residence Du Roy,3.8,970,48.8657687,2.3090386,Residence Du Roy_48.866_2.309,222.0
La Maison Champs Elys es,8.8,372,48.866676,2.3089908,La Maison Champs Elys es_48.867_2.309,79.0
H tel Arvor Saint Georges,9.6,493,48.8785454,2.3384866,H tel Arvor Saint Georges_48.879_2.338,106.0
The Belgrave Hotel,10.0,2685,51.4901051,-0.1381355,The Belgrave Hotel_51.49_-0.138,957.0
TheWesley,10.0,2347,51.5265353,-0.1361682,TheWesley_51.527_-0.136,1117.0
Le M ridien Etoile,10.0,579,48.8794646,2.2849548,Le M ridien Etoile_48.879_2.285,91.0
The Hoxton Shoreditch,9.2,1732,51.5255136,-0.082927,The Hoxton Shoreditch_51.526_-0.083,679.0
The Cavendish London,9.2,1039,51.5077459,-0.1378733,The Cavendish London_51.508_-0.138,416.0
Avo Hotel,9.6,276,51.5460628,-0.0700817,Avo Hotel_51.546_-0.07,166.0
Hotel 82 London,9.6,1733,51.5195857,-0.1584803,Hotel 82 London_51.52_-0.158,712.0
La Clef Tour Eiffel,9.2,1258,48.8647019,2.2886425,La Clef Tour Eiffel_48.865_2.289,315.0
Best Western Plus Seraphine Hammersmith Hotel,7.9,1717,51.4926269,-0.2288598,Best Western Plus Seraphine Hammersmith Hotel_51.493_-0.229,743.0
La Chambre du Marais,7.9,301,48.8636168,2.3607998,La Chambre du Marais_48.864_2.361,88.0
Novotel Paris Centre Bercy,9.6,1330,48.8384558,2.3805885,Novotel Paris Centre Bercy_48.838_2.381,171.0
The Zetter Hotel,9.2,394,51.522672,-0.1036841,The Zetter Hotel_51.523_-0.104,177.0
Grosvenor House Suites by Jumeirah Living,10.0,303,51.509841,-0.1552193,Grosvenor House Suites by Jumeirah Living_51.51_-0.155,100.0
Hotel OFF Paris Seine,4.6,683,48.8427364,2.3672171,Hotel OFF Paris Seine_48.843_2.367,79.0
Snob Hotel by Elegancia,9.6,246,48.8622723,2.3495707,Snob Hotel by Elegancia_48.862_2.35,60.0
Sofitel Paris Baltimore Tour Eiffel,9.2,420,48.8663089,2.289609,Sofitel Paris Baltimore Tour Eiffel_48.866_2.29,123.0
88 Studios,10.0,955,51.4992789,-0.2090733,88 Studios_51.499_-0.209,459.0
Adria Boutique Hotel,6.3,478,51.4933372,-0.1788931,Adria Boutique Hotel_51.493_-0.179,231.0
Best Western Premier Faubourg 88,9.6,728,48.8776756,2.3493159,Best Western Premier Faubourg 88_48.878_2.349,179.0
Hotel De Vigny,9.0,368,48.8738672,2.3005894,Hotel De Vigny_48.874_2.301,63.0
Sydney House Chelsea,7.1,585,51.4910062,-0.1717691,Sydney House Chelsea_51.491_-0.172,258.0
Radisson Blu Edwardian Bloomsbury Street,7.1,1641,51.517608,-0.1276253,Radisson Blu Edwardian Bloomsbury Street_51.518_-0.128,886.0
H tel Le Relais Saint Germain,10.0,107,48.8519208,2.338878,H tel Le Relais Saint Germain_48.852_2.339,40.0
Hotel Moonlight,9.6,617,51.4940285,-0.1910497,Hotel Moonlight_51.494_-0.191,285.0
Villa Alessandra,6.3,290,48.8794223,2.2957628,Villa Alessandra_48.879_2.296,26.0
Ibis Styles Paris Gare Saint Lazare,4.6,113,48.8796596,2.3209155,Ibis Styles Paris Gare Saint Lazare_48.88_2.321,14.0
Golden Tulip Opera de Noailles,7.1,823,48.8696173,2.3346428,Golden Tulip Opera de Noailles_48.87_2.335,154.0
Best Western Premier Op ra Li ge,7.1,641,48.8795947,2.3280695,Best Western Premier Op ra Li ge_48.88_2.328,129.0
H tel Cristal Champs Elys es,8.8,604,48.8726814,2.3020866,H tel Cristal Champs Elys es_48.873_2.302,127.0
Best Western Le Jardin de Cluny,5.0,516,48.8497553,2.3467616,Best Western Le Jardin de Cluny_48.85_2.347,120.0
Le Pigalle Hotel,9.6,171,48.8816073,2.3371648,Le Pigalle Hotel_48.882_2.337,42.0
Relais H tel du Vieux Paris,10.0,464,48.8538608,2.3429487,Relais H tel du Vieux Paris_48.854_2.343,156.0
Victoire Germain,10.0,214,48.853299,2.337993,Victoire Germain_48.853_2.338,53.0
Le Littr ,9.6,304,48.8454447,2.3242814,Le Littr _48.845_2.324,44.0
Hotel Le Sainte Beuve,5.8,143,48.8438998,2.3294858,Hotel Le Sainte Beuve_48.844_2.329,98.0
Hotel Villa Saxe Eiffel,8.8,346,48.849758,2.3095213,Hotel Villa Saxe Eiffel_48.85_2.31,80.0
Thistle Hyde Park,7.5,617,51.5112451,-0.1808938,Thistle Hyde Park_51.511_-0.181,299.0
Holiday Inn Paris Saint Germain des Pr s,5.8,1407,48.846837,2.3258066,Holiday Inn Paris Saint Germain des Pr s_48.847_2.326,234.0
Hotel Spa La Belle Juliette,7.1,303,48.8474426,2.3223783,Hotel Spa La Belle Juliette_48.847_2.322,71.0
Rochester Champs Elysees,9.2,570,48.8724945,2.3091549,Rochester Champs Elysees_48.872_2.309,149.0
DoubleTree by Hilton London West End,6.3,1774,51.5201065,-0.1221393,DoubleTree by Hilton London West End_51.52_-0.122,926.0
Hotel d Orsay Esprit de France,9.2,741,48.8603599,2.3230778,Hotel d Orsay Esprit de France_48.86_2.323,211.0
Mercure Paris Opera Louvre,5.8,511,48.8710895,2.3393461,Mercure Paris Opera Louvre_48.871_2.339,94.0
La Villa des Ternes,8.8,937,48.8803479,2.2858242,La Villa des Ternes_48.88_2.286,144.0
Holiday Inn London Kensington Forum,9.6,3867,51.4942305,-0.1851141,Holiday Inn London Kensington Forum_51.494_-0.185,1502.0
Radisson Blu Edwardian Kenilworth,9.2,2011,51.5179725,-0.1280495,Radisson Blu Edwardian Kenilworth_51.518_-0.128,942.0
H tel Monna Lisa Champs Elys es,10.0,418,48.874853,2.3245798,H tel Monna Lisa Champs Elys es_48.875_2.325,92.0
H tel Waldorf Trocad ro,9.6,338,48.8672694,2.2878666,H tel Waldorf Trocad ro_48.867_2.288,74.0
Best Western Amiral Hotel,9.6,1173,48.8252307,2.3569005,Best Western Amiral Hotel_48.825_2.357,119.0
Hotel Les Th tres,7.5,738,48.8694768,2.3515065,Hotel Les Th tres_48.869_2.352,123.0
Mercure Paris 17 me Saint Lazare Monceau,4.2,103,48.8837472,2.3186342,Mercure Paris 17 me Saint Lazare Monceau_48.884_2.319,19.0
Melia White House Hotel,6.3,1871,51.5298597,-0.1444623,Melia White House Hotel_51.53_-0.144,656.0
Sir Albert Hotel,9.2,1068,52.3544507,4.8875036,Sir Albert Hotel_52.354_4.888,335.0
The Waldorf Hilton,4.6,1479,51.5131979,-0.1174504,The Waldorf Hilton_51.513_-0.117,800.0
Corendon Vitality Hotel Amsterdam,9.2,4410,52.3466449,4.8310984,Corendon Vitality Hotel Amsterdam_52.347_4.831,941.0
Hotel Bellevue Wien,10.0,388,48.2264063,16.3600628,Hotel Bellevue Wien_48.226_16.36,45.0
Maison Borella,8.3,777,45.4521067,9.1758135,Maison Borella_45.452_9.176,130.0
Hotel Am Konzerthaus Vienna MGallery by Sofitel,10.0,1307,48.1996129,16.3773546,Hotel Am Konzerthaus Vienna MGallery by Sofitel_48.2_16.377,230.0
Park Hyatt Vienna,9.6,532,48.2105243,16.3683592,Park Hyatt Vienna_48.211_16.368,92.0
Hilton Vienna,7.1,3078,48.2062268,16.3833767,Hilton Vienna_48.206_16.383,561.0
Catalonia Port,10.0,701,41.378751,2.17873,Catalonia Port_41.379_2.179,178.0
Hampshire Hotel Rembrandt Square Amsterdam,9.6,2591,52.3663466,4.8985764,Hampshire Hotel Rembrandt Square Amsterdam_52.366_4.899,748.0
Eurostars Angli,9.6,847,41.4031654,2.1231637,Eurostars Angli_41.403_2.123,77.0
Pillows Anna van den Vondel Amsterdam,10.0,161,52.3607413,4.8695315,Pillows Anna van den Vondel Amsterdam_52.361_4.87,56.0
Schlosshotel R mischer Kaiser,7.5,1350,48.2040859,16.3725046,Schlosshotel R mischer Kaiser_48.204_16.373,301.0
Hotel Mailberger Hof,10.0,1781,48.204183,16.3726664,Hotel Mailberger Hof_48.204_16.373,338.0
Best Western Delphi Hotel,7.1,372,52.3504558,4.8770194,Best Western Delphi Hotel_52.35_4.877,80.0
Apollofirst Boutique Hotel,8.3,1284,52.350396,4.8756404,Apollofirst Boutique Hotel_52.35_4.876,372.0
Hilton Amsterdam,8.8,1064,52.351381,4.872723,Hilton Amsterdam_52.351_4.873,279.0
Apollo Hotel Amsterdam,9.2,2968,52.3486098,4.8844292,Apollo Hotel Amsterdam_52.349_4.884,803.0
Catalonia Catedral,8.3,1914,41.3846637,2.1740902,Catalonia Catedral_41.385_2.174,488.0
Element Amsterdam,9.6,1369,52.3312406,4.8774466,Element Amsterdam_52.331_4.877,298.0
Axel Hotel Barcelona Urban Spa Adults Only,7.9,2694,41.3873478,2.1603987,Axel Hotel Barcelona Urban Spa Adults Only_41.387_2.16,602.0
Cram,9.6,778,41.3880549,2.1599602,Cram_41.388_2.16,159.0
Urban Lodge Hotel,7.1,5018,52.3856494,4.834443,Urban Lodge Hotel_52.386_4.834,1071.0
Novotel Wien City,10.0,1632,48.2134246,16.3831309,Novotel Wien City_48.213_16.383,270.0
The Levante Parliament A Design Hotel,3.8,1958,48.2083518,16.354532,The Levante Parliament A Design Hotel_48.208_16.355,355.0
Room Mate Gerard,9.6,67,41.3919114,2.1765438,Room Mate Gerard_41.392_2.177,14.0
H10 Marina Barcelona,8.3,1579,41.393227,2.1927427,H10 Marina Barcelona_41.393_2.193,318.0
Barcelona Princess,7.5,4293,41.4109715,2.2186535,Barcelona Princess_41.411_2.219,897.0
Novotel Barcelona City,9.2,1679,41.4038774,2.1911894,Novotel Barcelona City_41.404_2.191,274.0
The Gates Diagonal Barcelona,7.9,1725,41.4036219,2.1902808,The Gates Diagonal Barcelona_41.404_2.19,287.0
AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,9.6,446,41.3899609,2.135684,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel_41.39_2.136,56.0
Wilson Boutique Hotel,8.3,724,41.3944029,2.150194,Wilson Boutique Hotel_41.394_2.15,145.0
NH Hesperia Barcelona Presidente,8.8,847,41.3941338,2.1489569,NH Hesperia Barcelona Presidente_41.394_2.149,120.0
Hilton Barcelona,8.3,281,41.388682,2.1316368,Hilton Barcelona_41.389_2.132,45.0
Vincci Mae,10.0,546,41.3933943,2.1461315,Vincci Mae_41.393_2.146,106.0
Fairmont Rey Juan Carlos I,7.1,1068,41.3835246,2.1096141,Fairmont Rey Juan Carlos I_41.384_2.11,197.0
Pullman Barcelona Skipper,8.8,1424,41.3860183,2.19473,Pullman Barcelona Skipper_41.386_2.195,278.0
Hotel Ciutadella Barcelona,9.0,448,41.3837583,2.1846933,Hotel Ciutadella Barcelona_41.384_2.185,93.0
Catalonia Atenas,8.8,6792,41.4110056,2.1866009,Catalonia Atenas_41.411_2.187,1061.0
Tryp Barcelona Apolo Hotel,4.2,883,41.3747031,2.1707106,Tryp Barcelona Apolo Hotel_41.375_2.171,179.0
Sansi Pedralbes,10.0,274,41.39367,2.1115418,Sansi Pedralbes_41.394_2.112,30.0
Crowne Plaza Barcelona Fira Center,7.1,494,41.3725246,2.1540788,Crowne Plaza Barcelona Fira Center_41.373_2.154,120.0
Gran Hotel Torre Catalunya,10.0,1671,41.3795572,2.1425457,Gran Hotel Torre Catalunya_41.38_2.143,382.0
H10 Itaca,7.9,732,41.3810311,2.1455516,H10 Itaca_41.381_2.146,125.0
Hotel Abbot,9.2,292,41.3815028,2.1449138,Hotel Abbot_41.382_2.145,39.0
Sercotel Amister Art Hotel Barcelona,10.0,591,41.3844072,2.1514584,Sercotel Amister Art Hotel Barcelona_41.384_2.151,80.0
Melia Barcelona Sarri ,5.0,577,41.391058,2.141706,Melia Barcelona Sarri _41.391_2.142,107.0
ABaC Restaurant Hotel Barcelona GL Monumento,2.5,111,41.4106944,2.136294,ABaC Restaurant Hotel Barcelona GL Monumento_41.411_2.136,31.0
Col n Hotel Barcelona,9.6,1300,41.3849613,2.1756666,Col n Hotel Barcelona_41.385_2.176,396.0
Hotel SB Icaria Barcelona,2.9,3633,41.3935591,2.1993915,Hotel SB Icaria Barcelona_41.394_2.199,839.0
Hotel Barcelona Universal,9.6,807,41.375237,2.1684058,Hotel Barcelona Universal_41.375_2.168,253.0
Aparthotel Arai 4 Superior,9.2,520,41.3807517,2.1772425,Aparthotel Arai 4 Superior_41.381_2.177,205.0
Hotel Ronda Lesseps,5.8,867,41.408641,2.1478143,Hotel Ronda Lesseps_41.409_2.148,83.0
Hotel Barcelona Center,8.8,1472,41.3917169,2.1592614,Hotel Barcelona Center_41.392_2.159,254.0
Olivia Balmes Hotel,10.0,1835,41.392095,2.158493,Olivia Balmes Hotel_41.392_2.158,510.0
Catalonia Diagonal Centro,5.0,1918,41.3938632,2.1568039,Catalonia Diagonal Centro_41.394_2.157,246.0
The Capital,9.2,355,51.4997486,-0.1615242,The Capital_51.5_-0.162,145.0
Vienna Sporthotel,10.0,556,48.191373,16.4082294,Vienna Sporthotel_48.191_16.408,63.0
Megaro Hotel,8.8,1803,51.5294411,-0.1233745,Megaro Hotel_51.529_-0.123,800.0
Hotel De Hallen,10.0,1420,52.3677568,4.8682174,Hotel De Hallen_52.368_4.868,355.0
AC Hotel Victoria Suites a Marriott Lifestyle Hotel,9.2,375,41.3893478,2.1209755,AC Hotel Victoria Suites a Marriott Lifestyle Hotel_41.389_2.121,45.0
Catalonia Plaza Catalunya,5.4,4153,41.3865289,2.1682919,Catalonia Plaza Catalunya_41.387_2.168,964.0
Hotel Regina,9.6,2775,41.3858891,2.1681652,Hotel Regina_41.386_2.168,590.0
Hotel Pulitzer,9.6,1746,41.386136,2.1682914,Hotel Pulitzer_41.386_2.168,495.0
Hotel Alimara,5.4,1991,41.4337561,2.147327,Hotel Alimara_41.434_2.147,195.0
Thistle Holborn The Kingsley,3.3,1593,51.5179659,-0.1234343,Thistle Holborn The Kingsley_51.518_-0.123,709.0
Hotel Boltzmann,5.8,662,48.2216779,16.3567111,Hotel Boltzmann_48.222_16.357,70.0
The Westbury A Luxury Collection Hotel Mayfair London,9.6,715,51.5144418,-0.146432,The Westbury A Luxury Collection Hotel Mayfair London_51.514_-0.146,289.0
Petit Palace Boqueria Garden,9.6,3602,41.3812223,2.1739622,Petit Palace Boqueria Garden_41.381_2.174,786.0
Mercer House B ria BCN,8.8,301,41.3846844,2.1791065,Mercer House B ria BCN_41.385_2.179,89.0
Hotel ViennArt am Museumsquartier,7.9,2692,48.2035677,16.356445,Hotel ViennArt am Museumsquartier_48.204_16.356,458.0
Crowne Plaza London Battersea,7.1,1071,51.4689559,-0.1787256,Crowne Plaza London Battersea_51.469_-0.179,589.0
Amba Hotel Marble Arch,8.8,3980,51.5144004,-0.1565506,Amba Hotel Marble Arch_51.514_-0.157,1262.0
Taj 51 Buckingham Gate Suites and Residences,10.0,310,51.498861,-0.1374897,Taj 51 Buckingham Gate Suites and Residences_51.499_-0.137,133.0
Hotel Sans Souci Wien,10.0,824,48.204576,16.3563661,Hotel Sans Souci Wien_48.205_16.356,235.0
Catalonia La Pedrera,8.3,1135,41.3986093,2.1625037,Catalonia La Pedrera_41.399_2.163,155.0
Ohla Eixample,10.0,978,41.3944574,2.1564353,Ohla Eixample_41.394_2.156,250.0
Jumeirah Carlton Tower,10.0,265,51.4973568,-0.1576728,Jumeirah Carlton Tower_51.497_-0.158,76.0
Hotel Villa Emilia,9.2,869,41.3802469,2.1541149,Hotel Villa Emilia_41.38_2.154,193.0
TWO Hotel Barcelona by Axel 4 Sup Adults Only,7.9,2336,41.37913,2.1561186,TWO Hotel Barcelona by Axel 4 Sup Adults Only_41.379_2.156,522.0
Hotel Best Western PLUS Alfa Aeropuerto,9.2,2521,41.3283758,2.1129638,Hotel Best Western PLUS Alfa Aeropuerto_41.328_2.113,572.0
AC Hotel Irla a Marriott Lifestyle Hotel,7.9,69,41.3948175,2.1434702,AC Hotel Irla a Marriott Lifestyle Hotel_41.395_2.143,16.0
Hotel Barcelona Catedral,10.0,2695,41.384829,2.1751277,Hotel Barcelona Catedral_41.385_2.175,870.0
Arenas Atiram Hotels,8.8,779,41.3904305,2.1262314,Arenas Atiram Hotels_41.39_2.126,75.0
Holiday Inn London Regent s Park,8.3,2266,51.5222472,-0.1426128,Holiday Inn London Regent s Park_51.522_-0.143,826.0
Senator Barcelona Spa Hotel,10.0,3097,41.3777977,2.1135971,Senator Barcelona Spa Hotel_41.378_2.114,569.0
Thistle Euston,8.3,2474,51.5291423,-0.1372782,Thistle Euston_51.529_-0.137,1214.0
The Connaught,8.8,147,51.5101556,-0.1496314,The Connaught_51.51_-0.15,45.0
Room Mate Anna,9.6,1286,41.3929366,2.1653954,Room Mate Anna_41.393_2.165,293.0
Gran Hotel La Florida,8.3,943,41.4253332,2.1211028,Gran Hotel La Florida_41.425_2.121,188.0
Ayre Hotel Caspe,5.8,3442,41.3961021,2.1794688,Ayre Hotel Caspe_41.396_2.179,595.0
Doubletree By Hilton London Greenwich,8.3,1805,51.474469,-0.019428,Doubletree By Hilton London Greenwich_51.474_-0.019,972.0
Chasse Hotel,9.6,404,52.3696719,4.8614475,Chasse Hotel_52.37_4.861,139.0
The Chelsea Harbour Hotel,7.5,1032,51.4756558,-0.1813888,The Chelsea Harbour Hotel_51.476_-0.181,550.0
Palais Coburg Residenz,8.8,98,48.2058584,16.3766545,Palais Coburg Residenz_48.206_16.377,16.0
Zenit Borrell,10.0,758,41.3859873,2.1514021,Zenit Borrell_41.386_2.151,84.0
U232 Hotel,7.5,873,41.3895237,2.1490307,U232 Hotel_41.39_2.149,198.0
Eurostars Monumental,10.0,1382,41.4006653,2.1787089,Eurostars Monumental_41.401_2.179,212.0
Pestana Arena Barcelona,8.3,904,41.376801,2.1460443,Pestana Arena Barcelona_41.377_2.146,142.0
Grange City Hotel,8.3,872,51.5110114,-0.0771251,Grange City Hotel_51.511_-0.077,405.0
Holiday Inn London Bloomsbury,4.6,2995,51.5241248,-0.1258066,Holiday Inn London Bloomsbury_51.524_-0.126,1216.0
The Mirror Barcelona,8.8,711,41.3930406,2.1545393,The Mirror Barcelona_41.393_2.155,157.0
Worldhotel Cristoforo Colombo,10.0,2875,45.4758842,9.205791,Worldhotel Cristoforo Colombo_45.476_9.206,512.0
IH Hotels Milano Puccini,9.6,1577,45.4794406,9.2096756,IH Hotels Milano Puccini_45.479_9.21,175.0
Best Western Hotel City,10.0,1193,45.4858877,9.2042827,Best Western Hotel City_45.486_9.204,173.0
Ch teau Monfort Relais Ch teaux,10.0,1053,45.4682358,9.2073799,Ch teau Monfort Relais Ch teaux_45.468_9.207,227.0
Palazzo Parigi Hotel Grand Spa Milano,10.0,534,45.473348,9.1910733,Palazzo Parigi Hotel Grand Spa Milano_45.473_9.191,122.0
Hotel Lloyd,3.8,1774,45.4580781,9.1924205,Hotel Lloyd_45.458_9.192,211.0
Hotel Romana Residence,9.2,2241,45.4572218,9.1937008,Hotel Romana Residence_45.457_9.194,334.0
Hotel Crivi s,8.8,739,45.4529643,9.1962217,Hotel Crivi s_45.453_9.196,74.0
Hotel Galileo,5.4,1503,45.4642651,9.1960569,Hotel Galileo_45.464_9.196,222.0
Carlyle Brera Hotel,9.2,1969,45.4769923,9.1844899,Carlyle Brera Hotel_45.477_9.184,233.0
Boscolo Milano Autograph Collection,5.4,1213,45.46676,9.194293,Boscolo Milano Autograph Collection_45.467_9.194,195.0
Mokinba Hotels King,7.5,1291,45.4656023,9.1778675,Mokinba Hotels King_45.466_9.178,152.0
Qualys Hotel Nasco,4.6,1658,45.4848809,9.1596461,Qualys Hotel Nasco_45.485_9.16,206.0
Enterprise Hotel Design Boutique,8.8,1686,45.4867005,9.1575137,Enterprise Hotel Design Boutique_45.487_9.158,236.0
Tryp Barcelona Condal Mar Hotel,6.7,660,41.4126508,2.2090895,Tryp Barcelona Condal Mar Hotel_41.413_2.209,100.0
NH Collection Barcelona Constanza,9.6,1542,41.3885274,2.1360471,NH Collection Barcelona Constanza_41.389_2.136,177.0
NH Collection Amsterdam Grand Hotel Krasnapolsky,9.6,4686,52.3727067,4.8943658,NH Collection Amsterdam Grand Hotel Krasnapolsky_52.373_4.894,1243.0
Park Plaza Victoria Amsterdam,8.8,4820,52.377278,4.897818,Park Plaza Victoria Amsterdam_52.377_4.898,1595.0
Hotel Amsterdam De Roode Leeuw,5.4,631,52.373704,4.893591,Hotel Amsterdam De Roode Leeuw_52.374_4.894,170.0
Swiss tel Amsterdam,7.9,2756,52.3735266,4.8933041,Swiss tel Amsterdam_52.374_4.893,830.0
City Rooms,10.0,414,48.2133296,16.3471399,City Rooms_48.213_16.347,44.0
Holiday Inn Amsterdam,4.6,1485,52.3351951,4.8885354,Holiday Inn Amsterdam_52.335_4.889,286.0
Jaz Amsterdam,8.8,7108,52.314371,4.9388064,Jaz Amsterdam_52.314_4.939,1157.0
Best Western Premier Hotel Couture,9.6,8177,52.3511137,4.8411629,Best Western Premier Hotel Couture_52.351_4.841,1809.0
Mercer Hotel Barcelona,7.5,362,41.3827,2.1791999,Mercer Hotel Barcelona_41.383_2.179,146.0
Mercure Vienna First,10.0,516,48.2114567,16.3738677,Mercure Vienna First_48.211_16.374,79.0
Melia Barcelona Sky 4 Sup,7.9,217,41.4061636,2.2008956,Melia Barcelona Sky 4 Sup_41.406_2.201,44.0
Bilderberg Garden Hotel,3.8,2270,52.3511447,4.8740764,Bilderberg Garden Hotel_52.351_4.874,567.0
Ako Suites Hotel,7.5,771,41.3861153,2.1611899,Ako Suites Hotel_41.386_2.161,131.0
Eurostars Cristal Palace,5.8,3046,41.3897945,2.1660575,Eurostars Cristal Palace_41.39_2.166,385.0
HCC St Moritz,10.0,549,41.3908486,2.1680745,HCC St Moritz_41.391_2.168,103.0
Petit Palace Museum,9.6,1594,41.3888014,2.1653738,Petit Palace Museum_41.389_2.165,341.0
NH Amsterdam Noord,7.1,734,52.3923684,4.9110442,NH Amsterdam Noord_52.392_4.911,143.0
Primero Primera,9.2,261,41.4002812,2.1297427,Primero Primera_41.4_2.13,71.0
Hotel 4 Barcelona,9.6,771,41.3959587,2.2008981,Hotel 4 Barcelona_41.396_2.201,120.0
Melia Vienna,8.8,3557,48.231911,16.4129493,Melia Vienna_48.232_16.413,501.0
Graben Hotel,9.6,657,48.2078955,16.3701084,Graben Hotel_48.208_16.37,114.0
Medinaceli,8.8,523,41.3781685,2.1786627,Medinaceli_41.378_2.179,82.0
Grand Hotel Downtown,8.8,1270,52.36513,4.8729422,Grand Hotel Downtown_52.365_4.873,415.0
Amadi Park Hotel,9.2,1615,52.364962,4.873495,Amadi Park Hotel_52.365_4.873,396.0
Hotel Casa Camper,10.0,732,41.3832414,2.1685298,Hotel Casa Camper_41.383_2.169,301.0
Holiday Inn London Wembley,7.1,3469,51.5590955,-0.284704,Holiday Inn London Wembley_51.559_-0.285,1848.0
Austria Trend Hotel Lassalle Wien,7.5,1287,48.2273013,16.4001791,Austria Trend Hotel Lassalle Wien_48.227_16.4,148.0
H10 Art Gallery 4 Sup,6.7,1693,41.392018,2.157066,H10 Art Gallery 4 Sup_41.392_2.157,323.0
Hotel Granados 83,9.2,573,41.391843,2.156844,Hotel Granados 83_41.392_2.157,135.0
Best Western PLUS Epping Forest,7.9,587,51.603207,0.010607,Best Western PLUS Epping Forest_51.603_0.011,328.0
NH Hesperia Barcelona del Mar,9.6,855,41.4014399,2.2100745,NH Hesperia Barcelona del Mar_41.401_2.21,139.0
Novotel Amsterdam City,5.8,2501,52.333803,4.8884708,Novotel Amsterdam City_52.334_4.888,533.0
St Pancras Renaissance Hotel London,9.6,2058,51.5267769,-0.1324905,St Pancras Renaissance Hotel London_51.527_-0.132,1147.0
DoubleTree By Hilton London Excel,8.3,2726,51.507377,0.038657,DoubleTree By Hilton London Excel_51.507_0.039,1464.0
The Guesthouse Vienna,10.0,951,48.2051299,16.369036,The Guesthouse Vienna_48.205_16.369,292.0
Hotel Johann Strauss,5.0,627,48.1949694,16.3692624,Hotel Johann Strauss_48.195_16.369,110.0
Hotel Mercure Wien Westbahnhof,7.9,842,48.1983543,16.3375246,Hotel Mercure Wien Westbahnhof_48.198_16.338,87.0
Savoy Hotel Amsterdam,4.6,995,52.3497431,4.8911908,Savoy Hotel Amsterdam_52.35_4.891,243.0
Hotel Okura Amsterdam,6.3,2295,52.3487635,4.8938829,Hotel Okura Amsterdam_52.349_4.894,459.0
Hotel Eitlj rg,7.5,131,48.1513676,16.4064709,Hotel Eitlj rg_48.151_16.406,12.0
Hotel V Fizeaustraat,10.0,1708,52.3451511,4.9252372,Hotel V Fizeaustraat_52.345_4.925,401.0
Mercure Wien Zentrum,9.6,1105,48.2114087,16.3746469,Mercure Wien Zentrum_48.211_16.375,152.0
Best Western Premier Kaiserhof Wien,10.0,1353,48.1975497,16.3686397,Best Western Premier Kaiserhof Wien_48.198_16.369,334.0
FourSide Hotel Suites Vienna,7.1,1146,48.2565936,16.4031426,FourSide Hotel Suites Vienna_48.257_16.403,110.0
Millennium Copthorne Hotels at Chelsea Football Club,9.2,1842,51.481663,-0.1909565,Millennium Copthorne Hotels at Chelsea Football Club_51.482_-0.191,877.0
IH Hotels Milano Ambasciatori,4.6,2387,45.4644348,9.1952727,IH Hotels Milano Ambasciatori_45.464_9.195,318.0
Crowne Plaza Amsterdam South,9.6,1349,52.3357326,4.8743947,Crowne Plaza Amsterdam South_52.336_4.874,268.0
Durrants Hotel,8.3,1411,51.5179386,-0.1529794,Durrants Hotel_51.518_-0.153,726.0
Mercure Secession Wien,9.6,753,48.200561,16.3647063,Mercure Secession Wien_48.201_16.365,103.0
Hotel Well and Come,8.3,1589,41.3991773,2.1656134,Hotel Well and Come_41.399_2.166,375.0
Ayre Hotel Gran V a,7.9,4887,41.3732462,2.1474351,Ayre Hotel Gran V a_41.373_2.147,797.0
Sunotel Central,9.6,3870,41.3841429,2.1616896,Sunotel Central_41.384_2.162,640.0
Silken Gran Hotel Havana,7.9,1354,41.3927101,2.1722139,Silken Gran Hotel Havana_41.393_2.172,285.0
Cotton House Hotel Autograph Collection,7.9,156,41.3915897,2.1720108,Cotton House Hotel Autograph Collection_41.392_2.172,48.0
Hotel Vueling Bcn by HC,7.5,1696,41.3831641,2.1604736,Hotel Vueling Bcn by HC_41.383_2.16,322.0
H10 Casanova,7.1,641,41.3842608,2.1609471,H10 Casanova_41.384_2.161,159.0
Avenida Palace,10.0,3222,41.3891168,2.1671986,Avenida Palace_41.389_2.167,807.0
Acta Atrium Palace,3.8,1933,41.390913,2.1706981,Acta Atrium Palace_41.391_2.171,458.0
Hotel Indigo Barcelona Plaza Catalunya,5.4,802,41.391362,2.1700953,Hotel Indigo Barcelona Plaza Catalunya_41.391_2.17,133.0
Catalonia Passeig de Gr cia 4 Sup,5.0,2116,41.3901396,2.1696699,Catalonia Passeig de Gr cia 4 Sup_41.39_2.17,500.0
Hotel Palace GL,9.2,1266,41.3916258,2.1716378,Hotel Palace GL_41.392_2.172,357.0
Grupotel Gran Via 678,8.3,1664,41.392344,2.1729157,Grupotel Gran Via 678_41.392_2.173,340.0
Hotel Casa Bonay,10.0,1416,41.3935967,2.1742718,Hotel Casa Bonay_41.394_2.174,360.0
The Cumberland A Guoman Hotel,6.7,5180,51.514879,-0.1606501,The Cumberland A Guoman Hotel_51.515_-0.161,1809.0
FourSide Hotel Vienna City Center,8.3,1284,48.1825159,16.3322428,FourSide Hotel Vienna City Center_48.183_16.332,173.0
Hotel Vienna,9.2,1044,48.2196722,16.3863588,Hotel Vienna_48.22_16.386,135.0
London Marriott Hotel Grosvenor Square,5.8,534,51.511579,-0.1500193,London Marriott Hotel Grosvenor Square_51.512_-0.15,256.0
